t_s,T_die,T_pkg,T_hs,freq_GHz,power_W,proj_perf,variant,T_little,workload_big
410.0,70.00483920617266,55.915303712728964,50.10829395035768,2.8,2.8,2.812458,3node_balanced,,
415.0,69.91697051058553,55.830752117457685,50.03068295164047,3.0,2.8,3.008676,3node_balanced,,
420.0,72.12019813731595,55.962345073161735,49.96843482906473,3.0,3.5,3.008676,3node_balanced,,
425.0,73.06485373655214,56.212699556425015,49.950931685171845,3.0,3.5,3.008676,3node_balanced,,
430.0,73.5594223721705,56.43297194344989,49.97264278797676,3.0,3.5,3.008676,3node_balanced,,
435.0,73.86319127451421,56.60920380913114,50.01988288485708,3.0,3.5,3.008676,3node_balanced,,
440.0,74.07305648854818,56.75204140035924,50.0819765446037,3.0,3.5,3.008676,3node_balanced,,
445.0,74.23168571271111,56.872576342232584,50.15200960593892,3.0,3.5,3.008676,3node_balanced,,
450.0,74.36047866391884,56.978574973777505,50.22578348052014,3.0,3.5,3.008676,3node_balanced,,
455.0,74.47107093789484,57.074934523371034,50.30082119714026,3.0,3.5,3.008676,3node_balanced,,
460.0,74.57006949983116,57.16463444494805,50.375687275138915,3.0,3.5,3.008676,3node_balanced,,
465.0,74.66131240538664,57.24946932137586,50.44956421141599,3.0,3.5,3.008676,3node_balanced,,
470.0,74.74706050504516,57.33052328434338,50.521997967639265,3.0,3.5,3.008676,3node_balanced,,
475.0,74.82866165082044,57.40845951285345,50.59274724878856,3.0,3.5,3.008676,3node_balanced,,
480.0,74.90693109570708,57.48369280730379,50.661694810493884,3.0,3.5,3.008676,3node_balanced,,
485.0,74.982372111444,57.55649146358022,50.72879541665107,3.0,3.5,3.008676,3node_balanced,,
490.0,75.05530466952177,57.6270371654925,50.79404534634512,2.8,3.5,2.812458,3node_balanced,,
495.0,72.83794961107407,57.48201865859067,50.84419781967712,2.8,2.8,2.812458,3node_balanced,,
500.0,71.87979505932718,57.21872884494608,50.84990050868071,2.8,2.8,2.812458,3node_balanced,,
505.0,71.37224594027099,56.985954227549335,50.81669756627564,2.8,2.8,2.812458,3node_balanced,,
510.0,71.05594626039077,56.79761557016302,50.7582782016134,2.8,2.8,2.812458,3node_balanced,,
515.0,70.83395549431577,56.64304048533846,50.68531637067166,2.8,2.8,2.812458,3node_balanced,,
520.0,70.66357580752945,56.511118073661414,50.604721686832285,2.8,2.8,2.812458,3node_balanced,,
525.0,70.52338586680726,56.394066857941084,50.52068649666217,2.8,2.8,2.812458,3node_balanced,,
530.0,70.40173356478633,56.286977005238334,50.43568064032461,2.8,2.8,2.812458,3node_balanced,,
535.0,70.2919985255853,56.18685804872708,50.351132046527376,2.8,2.8,2.812458,3node_balanced,,
540.0,70.1903312069023,56.09190542946267,50.2678505169841,2.8,2.8,2.812458,3node_balanced,,
545.0,70.09446050316305,56.00102574846466,50.18628239543457,2.8,2.8,2.812458,3node_balanced,,
550.0,70.00302913016507,55.91354707315485,50.10666137790008,2.8,2.8,2.812458,3node_balanced,,
555.0,69.91521298332903,55.829046246173895,50.0290972547252,3.0,2.8,3.008676,3node_balanced,,
560.0,72.11849145759273,55.9606884206812,49.966894703692134,3.0,3.5,3.008676,3node_balanced,,
565.0,73.06319633035217,56.21109065447608,49.94943584621143,3.0,3.5,3.008676,3node_balanced,,
570.0,73.55781275661846,56.431409387469174,49.97118997635316,3.0,3.5,3.008676,3node_balanced,,
575.0,73.86162803626,56.607686247543725,50.01847187132781,3.0,3.5,3.008676,3node_balanced,,
580.0,74.0715382706448,56.75056752784867,50.08060613155256,3.0,3.5,3.008676,3node_balanced,,
585.0,74.23021120647618,56.871144895360324,50.15067862801938,3.0,3.5,3.008676,3node_balanced,,
590.0,74.35904660372967,56.977184727991705,50.22449080463666,3.0,3.5,3.008676,3node_balanced,,
595.0,74.46968009771365,57.07358429084109,50.299565722053174,3.0,3.5,3.008676,3node_balanced,,
0.0,39.708514101309106,26.372123804773757,25.08528608520637,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
5.0,46.30835540907841,28.49155600903877,25.444765034184748,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
10.0,49.998340827260776,30.40233053037942,26.043054937748558,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
15.0,52.44631662194049,32.015400651212104,26.792435797406064,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
20.0,54.275938786922964,33.39977070816363,27.624581100013714,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
25.0,55.762103060728805,34.627232140951065,28.49536572639203,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
30.0,57.042890223820514,35.74815046888095,29.378130364000075,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
35.0,58.193553147519324,36.79441377121092,30.257284151239457,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
40.0,59.256979082105026,37.78555787472383,31.12392807778612,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
45.0,60.25822818797902,38.73348353699508,31.97312996323047,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
50.0,61.212201500243275,39.64550972456992,32.8022869865967,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
55.0,62.1279150537117,40.52623680361933,33.61015609937158,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
60.0,63.010947898937644,41.378657304649614,34.39628357475297,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
65.0,63.864861989885334,42.204811733574736,35.16067038521592,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
70.0,64.69203048378502,43.00617423177515,35.903576236924216,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
75.0,65.49412223625023,43.783879046352304,36.62540495301271,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
80.0,66.27238560072003,44.538853504220455,37.326637536907086,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
85.0,67.0278148393117,45.27189615032198,38.00779316800053,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
90.0,67.76124781021564,45.983722742153006,38.66940655563534,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
95.0,68.47342340413599,46.67499340503303,39.31201487010354,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
100.0,69.16501539956576,47.34632874470474,39.93615027810338,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
105.0,69.83665249953035,47.998319485249745,40.54233575568023,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
110.0,70.48893026808636,48.631532308494826,41.131082815703586,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
115.0,71.1224183162183,49.24651346275778,41.702890351646765,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
120.0,71.73766469939288,49.84379105951145,42.258244130232576,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
125.0,72.33519867636106,50.42387659620364,42.79761665927733,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
130.0,72.91553250276164,50.987266020671406,43.32146727056658,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
135.0,73.4791626542262,51.53444052207198,43.830242324077844,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
140.0,74.02657071033876,52.06586715679602,44.324375478804704,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
145.0,74.55822403511151,52.58199937303797,44.804287998243076,3.3,4.5,3.2702999999999998,3node_policy,25.0,1.0
150.0,75.07457633358436,53.08327747145774,45.27038907195573,3.3,4.5,2.48458,3node_policy,25.0,0.6
155.0,69.69266249078954,53.0212795020823,45.68896170836775,3.3,3.0439999999999996,2.48458,3node_policy,26.001183949977325,0.6
160.0,67.53978504064175,52.646346860246766,45.98482921750977,3.3,3.0439999999999996,2.48458,3node_policy,26.75954587919588,0.6
165.0,66.53683264452198,52.3412692423988,46.172519285083276,3.3,3.0439999999999996,2.48458,3node_policy,27.333978595282783,0.6
170.0,66.0170702388214,52.14205698192075,46.28748404837496,3.3,3.0439999999999996,2.48458,3node_policy,27.769091346328967,0.6
175.0,65.73142724365756,52.02148871247161,46.35740777432971,3.3,3.0439999999999996,2.48458,3node_policy,28.09867408216732,0.6
180.0,65.5703258965993,51.951217275797944,46.40028399618105,3.3,3.0439999999999996,2.48458,3node_policy,28.348321511486546,0.6
185.0,65.47890346203138,51.91145524792049,46.42711004041088,3.3,3.0439999999999996,2.48458,3node_policy,28.537420733589805,0.6
190.0,65.42741772894968,51.889795853982385,46.44444625299775,3.3,3.0439999999999996,2.48458,3node_policy,28.680656800140014,0.6
195.0,65.39906240310344,51.87876319098058,46.456166915283326,3.3,3.0439999999999996,2.48458,3node_policy,28.789153125680546,0.6
200.0,65.38415199256917,51.87392564341909,46.46455052069096,3.3,3.0439999999999996,2.48458,3node_policy,28.871335308836702,0.6
205.0,65.37705491109112,51.87267485254566,46.470935023443886,3.3,3.0439999999999996,2.48458,3node_policy,28.933585446753025,0.6
210.0,65.37448410875542,51.873480712444646,46.47610592642257,3.3,3.0439999999999996,2.48458,3node_policy,28.980737755462542,0.6
215.0,65.37451813808134,51.875447328623615,46.48052470727468,3.3,3.0439999999999996,2.48458,3node_policy,29.016453985033408,0.6
220.0,65.37603346355338,51.878050950416295,46.484462906137786,3.3,3.0439999999999996,2.48458,3node_policy,29.04350778345116,0.6
225.0,65.37837339863086,51.880985956383284,46.488080743760925,3.3,3.0439999999999996,2.48458,3node_policy,29.06400009234329,0.6
230.0,65.38115455723775,51.88407450844702,46.491473193409405,3.3,3.0439999999999996,2.48458,3node_policy,29.079522301729416,0.6
235.0,65.38415357632965,51.887213597514844,46.494696974275385,3.3,3.0439999999999996,2.48458,3node_policy,29.091279834055083,0.6
240.0,65.38724078691433,51.89034401667886,46.4977863656526,3.3,3.0439999999999996,2.48458,3node_policy,29.100185754787777,0.6
245.0,65.39034136767886,51.89343218531421,46.50076247167569,3.3,3.0439999999999996,2.48458,3node_policy,29.10693167917906,0.6
250.0,65.39341259241674,51.896459502491965,46.50363864931472,3.3,3.0439999999999996,2.48458,3node_policy,29.112041481664257,0.6
255.0,65.39643050353126,51.8994161112572,46.506423688820256,3.3,3.0439999999999996,2.48458,3node_policy,29.115911978859792,0.6
260.0,65.39938210674522,51.902297246755964,46.509123677573584,3.3,3.0439999999999996,2.48458,3node_policy,29.118843745514965,0.6
265.0,65.40226079988163,51.90510109791529,46.51174309268285,3.3,3.0439999999999996,2.48458,3node_policy,29.12106445652086,0.6
270.0,65.40506369603166,51.90782755570496,46.51428544177425,3.3,3.0439999999999996,2.48458,3node_policy,29.12274656766807,0.6
275.0,65.40779005637495,51.91047748071331,46.5167536391058,3.3,3.0439999999999996,2.48458,3node_policy,29.12402070820417,0.6
280.0,65.41044037297942,51.91305227490058,46.51915022661784,3.3,3.0439999999999996,2.48458,3node_policy,29.124985825228944,0.6
285.0,65.41301583231835,51.91555363150886,46.52147750413055,3.3,3.0439999999999996,2.48458,3node_policy,29.12571686772003,0.6
290.0,65.41551800177895,51.91798338930979,46.52373760630173,3.3,3.0439999999999996,2.48458,3node_policy,29.126270606914407,0.6
295.0,65.41794864677131,51.920343447948625,46.52593254837811,3.3,3.0439999999999996,2.48458,3node_policy,29.126690045044374,0.6
300.0,65.42030962431791,51.922635719056736,46.528064253647734,3.3,3.0439999999999996,2.48458,3node_policy,29.12700775480134,0.6
305.0,65.42260282142315,51.92486209829568,46.5301345701539,3.3,3.0439999999999996,2.48458,3node_policy,29.127248408863196,0.6
310.0,65.42483011965365,51.92702444964306,46.532145281101336,3.3,3.0439999999999996,2.48458,3node_policy,29.12743069592306,0.6
315.0,65.42699337505157,51.92912459683036,46.53409811154935,3.3,3.0439999999999996,2.48458,3node_policy,29.127568772014264,0.6
320.0,65.42909440701183,51.931164318951375,46.53599473291258,3.3,3.0439999999999996,2.48458,3node_policy,29.127673359838415,0.6
325.0,65.43113499239108,51.93314534849601,46.53783676616126,3.3,3.0439999999999996,2.48458,3node_policy,29.127752581468066,0.6
330.0,65.43311686266279,51.93506937078721,46.53962578424323,3.3,3.0439999999999996,2.48458,3node_policy,29.12781258908994,0.6
335.0,65.43504170284038,51.936938024222975,46.54136331403431,3.3,3.0439999999999996,2.48458,3node_policy,29.12785804277095,0.6
340.0,65.43691115141796,51.938752900973384,46.54305083799709,3.3,3.0439999999999996,2.48458,3node_policy,29.12789247234927,0.6
345.0,65.43872680089144,51.94051554792828,46.544689795654165,3.3,3.0439999999999996,2.48458,3node_policy,29.127918551554234,0.6
350.0,65.44049019860324,51.942227467776014,46.54628158493816,3.3,3.0439999999999996,2.48458,3node_policy,29.12793830564257,0.6
355.0,65.44220284776121,51.943890120144566,46.547827563455506,3.3,3.0439999999999996,2.48458,3node_policy,29.12795326867563,0.6
360.0,65.44386620854434,51.94550492276346,46.54932904968628,3.3,3.0439999999999996,2.48458,3node_policy,29.127964602651385,0.6
365.0,65.4454816992449,51.94707325262479,46.55078732413317,3.3,3.0439999999999996,2.48458,3node_policy,29.127973187742786,0.6
370.0,65.4470506974174,51.94859644712906,46.552203630427826,3.3,3.0439999999999996,2.48458,3node_policy,29.127979690650147,0.6
375.0,65.44857454101815,51.950075805209245,46.55357917639996,3.3,3.0439999999999996,2.48458,3node_policy,29.127984616375706,0.6
380.0,65.45005452952526,51.95151258842869,46.554915135112246,3.3,3.0439999999999996,2.48458,3node_policy,29.12798834744105,0.6
385.0,65.45149192503486,51.952908022051396,46.55621264586363,3.3,3.0439999999999996,2.48458,3node_policy,29.12799117359294,0.6
390.0,65.45288795333019,51.954263296083475,46.55747281516256,3.3,3.0439999999999996,2.48458,3node_policy,29.127993314304444,0.6
395.0,65.45424380492283,51.95557956628609,46.558696717671694,3.3,3.0439999999999996,2.48458,3node_policy,29.12799493581876,0.6
400.0,65.4555606360655,51.95685795515995,46.55988539712481,3.3,3.0439999999999996,2.48458,3node_policy,29.127996164059304,0.6
405.0,65.45683956973673,51.95809955290183,46.561039867217396,3.3,3.0439999999999996,2.48458,3node_policy,29.127997094408688,0.6
410.0,65.45808169659753,51.9593054183339,46.562161112471166,3.3,3.0439999999999996,2.48458,3node_policy,29.127997799115903,0.6
415.0,65.45928807592117,51.96047657980654,46.563250089073875,3.3,3.0439999999999996,2.48458,3node_policy,29.127998332907044,0.6
420.0,65.46045973649605,51.96161403607506,46.56430772569477,3.3,3.0439999999999996,2.48458,3node_policy,29.12799873723522,0.6
425.0,65.46159767750308,51.96271875715144,46.56533492427657,3.3,3.0439999999999996,2.48458,3node_policy,29.127999043499713,0.6
430.0,65.4627028693676,51.963791685131376,46.566332560804696,3.3,3.0439999999999996,2.48458,3node_policy,29.127999275484388,0.6
435.0,65.46377625458676,51.964833734997825,46.567301486054326,3.3,3.0439999999999996,2.48458,3node_policy,29.12799945120469,0.6
440.0,65.46481874853339,51.96584579540118,46.568242526315885,3.3,3.0439999999999996,2.48458,3node_policy,29.12799958430669,0.6
445.0,65.46583124023667,51.96682872941709,46.569156484099764,3.3,3.0439999999999996,2.48458,3node_policy,29.127999685126813,0.6
450.0,65.46681459313997,51.96778337528251,46.570044138820634,3.3,3.0439999999999996,2.48458,3node_policy,29.12799976149454,0.6
455.0,65.46776964583755,51.968710547110554,46.570906247462204,3.3,3.0439999999999996,2.48458,3node_policy,29.12799981934043,0.6
460.0,65.46869721278932,51.96961103558473,46.571743545222674,3.3,3.0439999999999996,2.48458,3node_policy,29.127999863156678,0.6
465.0,65.46959808501587,51.970485608633155,46.57255674614178,3.3,3.0439999999999996,2.48458,3node_policy,29.127999896345955,0.6
470.0,65.4704730307726,51.971335012083635,46.573346543709675,3.3,3.0439999999999996,2.48458,3node_policy,29.127999921485674,0.6
475.0,65.47132279620507,51.9721599702995,46.57411361145839,3.3,3.0439999999999996,2.48458,3node_policy,29.127999940528138,0.6
480.0,65.47214810598531,51.97296118679741,46.574858603536114,3.3,3.0439999999999996,2.48458,3node_policy,29.127999954952138,0.6
485.0,65.47294966392985,51.973739344847345,46.575582155265195,3.3,3.0439999999999996,2.48458,3node_policy,29.127999965877816,0.6
490.0,65.47372815359984,51.974495108055244,46.576284883683776,3.3,3.0439999999999996,2.48458,3node_policy,29.127999974153635,0.6
495.0,65.47448423888396,51.975229120928915,46.576967388072134,3.3,3.0439999999999996,2.48458,3node_policy,29.12799998042228,0.6
500.0,65.47521856456474,51.9759420094277,46.57763025046363,3.3,3.0439999999999996,2.48458,3node_policy,29.12799998517056,0.6
505.0,65.47593175686829,51.97663438149628,46.57827403614114,3.3,3.0439999999999996,2.48458,3node_policy,29.12799998876722,0.6
510.0,65.47662442399832,51.97730682758311,46.5788992941191,3.3,3.0439999999999996,2.48458,3node_policy,29.12799999149156,0.6
515.0,65.47729715665493,51.97795992114391,46.57950655761167,3.3,3.0439999999999996,2.48458,3node_policy,29.127999993555154,0.6
520.0,65.47795052853829,51.978594219130834,46.5800963444875,3.3,3.0439999999999996,2.48458,3node_policy,29.127999995118255,0.6
525.0,65.4785850968378,51.97921026246728,46.58066915771138,3.3,3.0439999999999996,2.48458,3node_policy,29.127999996302247,0.6
530.0,65.47920140270742,51.979808576509235,46.58122548577304,3.3,3.0439999999999996,2.48458,3node_policy,29.12799999719908,0.6
535.0,65.47979997172703,51.98038967149337,46.58176580310392,3.3,3.0439999999999996,2.48458,3node_policy,29.1279999978784,0.6
540.0,65.48038131435075,51.980954042972016,46.58229057048155,3.3,3.0439999999999996,2.48458,3node_policy,29.127999998392962,0.6
545.0,65.48094592634212,51.981502172236034,46.58280023542268,3.3,3.0439999999999996,2.48458,3node_policy,29.127999998782723,0.6
550.0,65.48149428919703,51.98203452672483,46.58329523256482,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999077954,0.6
555.0,65.48202687055415,51.98255156042542,46.583775984036954,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999301583,0.6
560.0,65.48254412459394,51.98305371425932,46.58424289981943,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999470973,0.6
565.0,65.48304649242587,51.98354141645862,46.584696378093696,3.3,3.0439999999999996,2.48458,3node_policy,29.12799999959928,0.6
570.0,65.48353440246446,51.98401508293123,46.58513680558178,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999696467,0.6
575.0,65.48400827079487,51.9844751176155,46.58556455787615,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999770083,0.6
580.0,65.48446850152764,51.98492191282473,46.58597999975996,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999825846,0.6
585.0,65.48491548714324,51.98535584958168,46.58638348551817,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999868084,0.6
590.0,65.48534960882678,51.98577729794358,46.586775359239695,3.3,3.0439999999999996,2.48458,3node_policy,29.12799999990008,0.6
595.0,65.48577123679324,51.98618661731768,46.58715595511082,3.3,3.0439999999999996,2.48458,3node_policy,29.127999999924313,0.6
